TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,M1,M2,M3,M4,M5,M6,M7,M8,M9,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,DeviceType,DeviceInfo
1011,1,102400,299.51,S,411111,778,150,discover,204,1,137,137,7.1,7.1,ring.buyer@ringmail.cc,ring.buyer@ringmail.cc,F,F,T,F,T,F,F,T,F,9,4,2,1,0,0.7,12.6,9.1,17.5,19.7,1.941,-1.373,-1.125,-0.58,-1.225,-0.42,-1.549,-1.116,-0.303,-1.803,-0.525,-1.741,-1.036,-1.069,-0.67,-2.262,-1.767,-1.226,-0.985,-1.357,mobile,ring-dev-1
1012,1,102640,283.1,S,411111,495,150,mastercard,163,0,229,229,7.8,7.8,ring.buyer@ringmail.cc,ring.buyer@ringmail.cc,F,F,T,F,T,F,F,T,F,10,4,2,1,0,0.7,18.6,5.7,16.9,9.4,2.125,-0.828,-0.7,-0.61,-1.649,-1.286,-0.922,-0.858,-0.617,-1.403,-0.949,-0.118,-0.723,-0.652,-1.008,-0.693,-0.278,-0.957,-0.51,-1.35,mobile,ring-dev-2
1013,1,150000,79.33,W,522222,490,150,amex,173,0,415,415,2.0,2.0,victim.a@post.com,victim.a@post.com,T,T,T,T,T,T,T,T,T,2,1,3,3,3,55.1,34.6,40.1,30.9,26.6,0.058,-0.357,0.113,-0.333,0.14,0.353,0.03,-0.854,-0.114,-0.246,0.576,0.403,0.855,0.216,0.466,0.099,0.743,0.806,-0.24,0.459,mobile,victim-iphone-01
1014,1,150900,60.96,S,522222,474,150,visa,201,0,415,415,2.0,2.0,victim.a@post.com,victim.a@post.com,T,T,T,T,T,T,T,T,T,2,2,3,3,3,49.7,26.2,36.6,24.0,39.6,-0.684,0.124,0.418,-0.156,-0.556,-0.461,-0.368,-0.42,-0.219,-0.69,0.113,0.102,1.614,0.384,0.273,0.244,-0.482,-0.116,-0.842,0.885,mobile,victim-iphone-01
1015,1,151800,77.09,H,522222,507,150,amex,124,0,415,415,2.0,2.0,victim.a@post.com,victim.a@post.com,T,T,T,T,T,T,T,T,T,3,3,3,1,1,41.0,49.8,39.0,51.1,40.5,0.032,-0.339,0.214,0.986,-0.134,0.249,0.031,-0.022,0.176,-0.217,0.26,0.277,0.336,0.654,0.085,0.014,0.092,-0.357,-0.138,0.277,mobile,victim-iphone-01
1016,1,152700,44.56,S,522222,802,150,visa,162,1,415,415,2.0,2.0,victim.a@post.com,victim.a@post.com,T,T,T,T,T,T,T,T,T,2,3,1,1,1,23.4,37.3,49.8,34.9,25.2,-0.54,-0.105,-0.18,-0.141,-0.292,-0.934,-0.499,-0.695,-0.063,-0.342,-0.344,0.108,-0.291,0.466,-0.193,0.113,-0.663,0.328,-0.203,0.204,mobile,victim-iphone-01
1017,1,153600,1671.2,R,522222,460,150,visa,173,1,415,999,120.0,120.0,victim.a@post.com,brand.new@fresh.cc,F,F,T,F,F,F,F,T,F,1,1,2,3,2,0.0,7.4,9.7,9.9,19.1,0.076,-0.693,-0.29,-0.568,-0.567,-0.463,-0.042,-0.114,-0.124,0.839,0.41,-0.22,0.116,0.253,-0.104,-0.159,-0.076,-1.334,0.515,0.335,mobile,attacker-fresh-01
1018,1,154500,1192.18,R,522222,453,150,discover,114,0,415,999,120.0,120.0,victim.a@post.com,brand.new@fresh.cc,F,F,T,F,F,F,F,T,F,1,1,2,3,1,0.0,19.2,11.9,15.3,10.4,-0.029,0.055,-0.006,-0.311,-0.569,0.533,-0.947,-0.002,0.067,-0.181,0.095,-0.112,1.119,0.132,0.424,-0.499,-0.704,-0.35,-0.215,0.122,mobile,attacker-fresh-01
1019,1,155400,1030.44,W,522222,622,150,mastercard,215,0,415,999,120.0,120.0,victim.a@post.com,brand.new@fresh.cc,F,F,T,F,F,F,F,T,F,1,1,1,2,1,0.0,18.0,17.8,14.2,12.6,-0.387,-0.402,-0.606,-0.257,-0.433,-0.939,-0.914,-1.148,-0.591,1.192,-0.217,0.492,-0.693,0.137,0.192,-0.641,-0.117,0.157,-0.134,0.033,mobile,attacker-fresh-01
1020,1,156300,1850.17,S,522222,930,150,amex,191,0,415,999,120.0,120.0,victim.a@post.com,brand.new@fresh.cc,F,F,T,F,F,F,F,T,F,1,3,2,2,3,0.0,14.7,9.9,6.9,15.5,-0.356,0.574,0.176,-0.7,0.204,0.09,-0.178,-0.368,-0.12,-0.721,0.845,-0.564,-0.331,0.572,0.293,0.36,0.758,-0.156,-0.523,0.422,mobile,attacker-fresh-01
1021,1,157200,2262.14,C,522222,402,150,visa,164,1,415,999,120.0,120.0,victim.a@post.com,brand.new@fresh.cc,F,F,T,F,F,F,F,T,F,3,1,3,2,1,0.0,7.1,8.8,14.6,18.1,-0.475,0.196,-0.164,-0.33,-0.385,0.141,-0.005,-0.546,-0.42,-0.091,0.203,-0.525,0.244,-0.412,1.364,-0.471,-0.395,0.097,-0.451,0.414,mobile,attacker-fresh-01
1022,1,158100,2322.37,C,522222,457,150,visa,153,0,415,999,120.0,120.0,victim.a@post.com,brand.new@fresh.cc,F,F,T,F,F,F,F,T,F,2,1,2,1,1,0.0,12.5,13.0,14.5,13.6,1.084,0.266,-0.929,0.162,0.031,-0.562,-0.814,-0.721,0.346,0.042,0.701,0.958,-0.407,-0.332,0.06,-0.363,0.266,0.256,-0.449,-0.535,mobile,attacker-fresh-01
1023,1,159000,1330.63,R,522222,120,150,discover,211,0,415,999,120.0,120.0,victim.a@post.com,brand.new@fresh.cc,F,F,T,F,F,F,F,T,F,2,3,1,2,1,0.0,16.3,7.9,10.4,16.7,-0.075,0.131,-0.878,-0.261,0.394,0.774,-0.752,0.17,-0.618,-0.673,0.798,0.334,-0.402,0.11,0.321,0.091,1.124,0.303,-1.496,-0.145,mobile,attacker-fresh-01
1024,1,159900,1515.66,R,522222,920,150,visa,193,0,415,999,120.0,120.0,victim.a@post.com,brand.new@fresh.cc,F,F,T,F,F,F,F,T,F,3,2,2,1,1,0.0,19.2,5.5,7.3,11.7,-0.511,0.188,-0.16,-1.09,-0.401,-0.353,-0.567,-0.68,0.698,0.263,-0.499,0.333,-0.0,-0.295,0.953,0.189,-0.234,-0.483,0.257,0.261,mobile,attacker-fresh-01
1025,1,200000,900.0,W,633333,220,150,amex,199,0,556,556,3.6,3.6,hub.mule@fast.cc,mule00@fast.cc,F,F,T,F,T,F,F,T,F,3,9,1,0,0,12.5,9.1,14.5,44.2,59.8,0.486,-1.216,0.74,-0.063,-0.159,-0.612,-0.106,0.409,0.432,0.657,-0.095,-0.294,-0.23,0.272,0.882,-0.083,0.049,0.582,-0.418,0.5,mobile,hub-moto-g
1026,1,200300,900.0,W,633333,577,150,amex,116,1,286,286,11.6,11.6,hub.mule@fast.cc,mule01@fast.cc,F,F,T,F,T,F,F,T,F,3,9,1,0,0,13.4,14.1,22.7,44.0,24.0,0.989,-0.385,0.215,-0.313,-0.418,-0.475,0.3,0.301,-0.578,-0.123,0.583,1.039,0.415,0.604,-0.125,-0.67,0.354,-0.538,0.055,-0.107,mobile,hub-moto-g
1027,1,200600,900.0,W,633333,564,150,visa,188,0,261,261,6.9,6.9,hub.mule@fast.cc,mule02@fast.cc,F,F,T,F,T,F,F,T,F,3,9,1,0,0,22.2,44.5,45.4,52.3,58.6,0.328,0.352,-0.406,-0.166,-0.386,0.082,0.003,0.226,-0.123,0.477,-0.283,-0.25,0.195,-0.221,-0.307,0.58,-0.326,0.784,-0.601,0.007,mobile,hub-moto-g
1028,1,200900,900.0,W,633333,649,150,visa,208,0,541,541,2.4,2.4,hub.mule@fast.cc,mule03@fast.cc,F,F,T,F,T,F,F,T,F,3,9,1,0,0,27.0,36.4,15.7,35.4,9.0,-0.85,-0.023,-0.279,1.477,-0.107,-0.228,0.494,-0.078,0.127,-0.437,0.778,-0.314,0.188,0.566,-0.152,-0.0,0.293,0.341,-0.545,0.091,mobile,hub-moto-g
1029,1,201200,900.0,W,633333,935,150,visa,147,0,212,212,14.7,14.7,hub.mule@fast.cc,mule04@fast.cc,F,F,T,F,T,F,F,T,F,3,9,1,0,0,37.8,19.6,41.1,58.5,36.8,0.023,0.161,-0.605,0.075,-0.155,-0.849,-0.678,0.635,0.032,0.651,-0.1,-0.31,-0.486,0.189,-0.288,0.176,-0.687,-0.008,-0.956,0.172,mobile,hub-moto-g
1030,1,201500,900.0,W,633333,595,150,mastercard,131,0,671,671,4.8,4.8,hub.mule@fast.cc,mule05@fast.cc,F,F,T,F,T,F,F,T,F,3,9,1,0,0,31.9,31.4,35.8,56.4,44.7,-0.154,0.634,-1.024,-0.285,-0.363,0.283,0.041,-0.278,1.203,0.326,0.998,0.541,-0.462,-0.689,0.21,0.914,-0.085,0.637,-0.033,0.238,mobile,hub-moto-g
1031,1,201800,900.0,W,633333,516,150,discover,161,1,304,304,11.5,11.5,hub.mule@fast.cc,mule06@fast.cc,F,F,T,F,T,F,F,T,F,3,9,1,0,0,40.9,17.8,45.6,51.8,7.1,0.458,-0.246,0.61,-0.993,0.926,0.215,0.076,-0.312,-0.006,-1.014,-0.034,0.134,-0.203,0.648,0.407,-0.196,-0.687,0.203,-1.037,-0.16,mobile,hub-moto-g
1032,1,202100,900.0,W,633333,725,150,discover,205,0,627,627,5.3,5.3,hub.mule@fast.cc,mule07@fast.cc,F,F,T,F,T,F,F,T,F,3,9,1,0,0,22.8,18.6,19.3,18.0,46.5,0.406,-0.121,-0.013,-0.075,-0.437,-0.632,0.232,0.095,-0.178,0.478,-1.062,-0.017,-0.124,-0.413,0.824,0.749,-0.193,0.663,0.052,0.263,mobile,hub-moto-g
1033,1,202400,900.0,W,633333,640,150,amex,109,1,214,214,1.4,1.4,hub.mule@fast.cc,mule08@fast.cc,F,F,T,F,T,F,F,T,F,3,9,1,0,0,14.0,52.0,29.3,42.4,44.4,-1.068,0.075,-0.159,0.057,0.35,0.382,-0.589,-0.25,-0.2,-0.38,0.38,0.052,0.35,0.007,0.471,0.233,-0.191,-0.594,0.985,0.392,mobile,hub-moto-g
1034,1,202700,900.0,W,633333,799,150,mastercard,183,0,221,221,3.1,3.1,hub.mule@fast.cc,mule09@fast.cc,F,F,T,F,T,F,F,T,F,3,9,1,0,0,50.9,46.6,58.8,30.5,44.6,-0.434,0.224,0.071,0.551,0.181,0.267,0.603,-0.601,0.72,0.148,-0.88,-0.775,0.284,-0.238,0.612,0.275,-0.705,0.247,0.26,-0.269,mobile,hub-moto-g
1035,1,203000,900.0,W,633333,409,150,mastercard,184,1,326,326,6.5,6.5,hub.mule@fast.cc,mule10@fast.cc,F,F,T,F,T,F,F,T,F,3,9,1,0,0,39.4,28.5,32.3,58.5,56.8,-0.416,-0.773,-0.217,0.471,0.288,0.392,0.016,-0.566,0.247,-0.343,-0.238,-0.873,0.553,-0.328,0.625,-0.128,0.248,0.278,0.208,0.69,mobile,hub-moto-g
1036,1,203300,900.0,W,633333,313,150,amex,138,0,316,316,14.1,14.1,hub.mule@fast.cc,mule11@fast.cc,F,F,T,F,T,F,F,T,F,3,9,1,0,0,43.7,26.8,18.2,22.7,20.6,-0.707,0.152,-0.169,0.441,0.415,-0.376,0.261,-0.757,0.032,-0.438,0.126,0.415,0.958,0.283,-0.005,-0.09,-0.625,-0.218,-0.078,-0.411,mobile,hub-moto-g
1037,1,250000,251.86,C,744400,273,150,mastercard,192,1,600,600,3.2,3.2,ghost00@tempmail.cc,ghost00@tempmail.cc,F,F,F,F,F,F,F,F,F,8,9,2,1,0,0.0,7.4,4.7,2.7,5.3,2.852,-2.434,-1.436,-1.11,-1.518,-2.289,-1.924,-2.11,-2.319,-1.923,-2.145,-1.421,-2.03,-1.6,-1.919,-2.326,-1.683,-2.407,-2.472,-1.329,mobile,emu-spoof-X1
1038,1,250420,371.28,W,744401,656,150,visa,122,0,116,116,14.4,14.4,ghost01@tempmail.cc,ghost01@tempmail.cc,F,F,F,F,F,F,F,F,F,8,9,2,1,0,0.0,2.3,5.1,3.7,6.4,2.895,-1.978,-1.997,-1.844,-2.044,-1.611,-1.951,-2.226,-2.291,-1.758,-1.197,-1.479,-2.637,-1.77,-1.863,-1.898,-2.463,-1.786,-2.186,-2.015,mobile,emu-spoof-X1
1039,1,250840,235.21,C,744402,633,150,mastercard,187,0,273,273,2.5,2.5,ghost02@tempmail.cc,ghost02@tempmail.cc,F,F,F,F,F,F,F,F,F,8,9,2,1,0,0.0,3.0,5.9,4.4,5.0,2.842,-2.524,-1.483,-2.154,-1.877,-2.493,-2.209,-2.581,-2.171,-2.941,-2.306,-2.61,-1.85,-2.307,-1.875,-2.26,-2.692,-1.884,-2.394,-2.567,mobile,emu-spoof-X1
1040,1,251260,170.22,S,744403,137,150,amex,189,1,187,187,2.1,2.1,ghost03@tempmail.cc,ghost03@tempmail.cc,F,F,F,F,F,F,F,F,F,8,9,2,1,0,0.0,3.4,3.4,6.5,4.6,2.948,-1.612,-1.477,-1.632,-2.143,-1.956,-1.395,-1.825,-1.637,-1.948,-1.445,-1.545,-1.406,-2.28,-2.504,-2.051,-2.205,-1.632,-2.695,-1.831,mobile,emu-spoof-X1
1041,1,251680,127.66,W,744404,204,150,mastercard,146,0,301,301,7.1,7.1,ghost04@tempmail.cc,ghost04@tempmail.cc,F,F,F,F,F,F,F,F,F,8,9,2,1,0,0.0,4.4,2.0,3.2,4.2,2.654,-2.035,-1.957,-1.519,-1.444,-1.538,-2.107,-2.607,-1.981,-2.661,-1.613,-2.166,-1.988,-1.336,-1.87,-2.084,-1.69,-2.236,-2.057,-2.635,mobile,emu-spoof-X1
1042,1,252100,360.92,S,744405,853,150,mastercard,138,0,560,560,4.3,4.3,ghost05@tempmail.cc,ghost05@tempmail.cc,F,F,F,F,F,F,F,F,F,8,9,2,1,0,0.0,2.7,6.0,6.8,6.3,3.276,-2.038,-2.524,-1.965,-2.049,-1.589,-2.541,-1.832,-1.871,-2.121,-2.321,-2.032,-1.646,-2.15,-1.661,-2.11,-1.31,-1.989,-2.07,-2.644,mobile,emu-spoof-X1
1043,1,252520,415.57,R,744406,233,150,discover,200,0,149,149,1.2,1.2,ghost06@tempmail.cc,ghost06@tempmail.cc,F,F,F,F,F,F,F,F,F,8,9,2,1,0,0.0,5.9,6.7,7.9,4.0,2.732,-1.645,-1.831,-2.022,-2.185,-2.32,-1.239,-1.551,-1.477,-1.996,-2.214,-1.778,-2.01,-2.051,-2.01,-2.253,-2.349,-2.097,-2.554,-1.761,mobile,emu-spoof-X1
1044,1,252940,560.1,W,744407,666,150,amex,199,1,127,127,12.8,12.8,ghost07@tempmail.cc,ghost07@tempmail.cc,F,F,F,F,F,F,F,F,F,8,9,2,1,0,0.0,4.5,5.4,4.5,3.9,3.302,-1.886,-1.569,-1.754,-2.24,-2.215,-2.176,-1.555,-1.789,-1.304,-2.388,-2.09,-2.504,-2.567,-2.062,-2.134,-2.205,-2.614,-1.921,-2.114,mobile,emu-spoof-X1
1045,1,253360,601.61,S,744408,635,150,amex,121,0,229,229,11.4,11.4,ghost08@tempmail.cc,ghost08@tempmail.cc,F,F,F,F,F,F,F,F,F,8,9,2,1,0,0.0,2.6,2.7,7.4,3.2,3.426,-2.182,-2.088,-2.061,-2.117,-1.919,-1.525,-1.612,-1.885,-1.426,-2.56,-1.949,-2.341,-1.622,-1.772,-2.226,-1.756,-1.859,-2.641,-1.982,mobile,emu-spoof-X1
1046,1,253780,648.58,W,744409,101,150,discover,208,1,414,414,2.0,2.0,ghost09@tempmail.cc,ghost09@tempmail.cc,F,F,F,F,F,F,F,F,F,8,9,2,1,0,0.0,6.5,5.1,2.1,2.2,3.066,-1.844,-2.413,-1.725,-1.734,-2.06,-2.112,-1.707,-1.829,-1.84,-2.293,-2.689,-2.038,-2.108,-1.817,-2.306,-1.746,-1.836,-2.296,-1.622,mobile,emu-spoof-X1
1047,1,254200,175.03,W,744410,950,150,mastercard,116,0,510,510,5.9,5.9,ghost10@tempmail.cc,ghost10@tempmail.cc,F,F,F,F,F,F,F,F,F,8,9,2,1,0,0.0,1.4,3.0,2.0,2.4,3.485,-2.557,-2.091,-1.771,-2.674,-1.303,-2.046,-2.318,-1.612,-2.879,-1.915,-2.397,-2.006,-1.85,-1.683,-1.835,-1.165,-1.975,-2.137,-1.51,mobile,emu-spoof-X1
1048,1,254620,649.75,S,744411,959,150,mastercard,122,0,425,425,12.2,12.2,ghost11@tempmail.cc,ghost11@tempmail.cc,F,F,F,F,F,F,F,F,F,8,9,2,1,0,0.0,7.7,3.6,7.6,3.8,2.701,-2.343,-2.069,-1.795,-1.465,-1.185,-1.736,-2.983,-2.146,-2.199,-1.397,-2.12,-1.366,-2.304,-1.911,-1.474,-1.845,-1.695,-2.079,-2.193,mobile,emu-spoof-X1
1049,1,300000,1166.16,R,855500,608,150,mastercard,142,1,179,179,4.0,4.0,synth00@freshmail.net,synth00@freshmail.net,F,F,F,F,F,F,F,F,F,1,1,0,0,0,1.1,1.7,2.5,3.9,3.2,2.898,-1.052,-1.203,-1.847,-1.801,-0.562,-1.315,-1.072,-0.777,-1.398,-1.346,-1.428,-1.25,-1.708,-2.105,-1.539,-1.812,-1.558,-1.211,-1.004,mobile,low-end-0
1050,1,300600,851.47,W,855500,964,150,visa,139,0,582,582,7.6,7.6,synth01@freshmail.net,synth01@freshmail.net,F,F,F,F,F,F,F,F,F,1,1,0,0,0,2.8,4.2,3.7,3.5,1.5,2.757,-1.164,-0.963,-0.479,-0.784,-1.627,-1.205,-1.201,-1.073,-1.531,-0.938,-1.51,-1.344,-1.767,-0.749,-1.971,-1.138,-1.338,-1.784,-1.286,mobile,low-end-1
1051,1,301200,923.49,W,855500,676,150,visa,200,0,648,648,13.3,13.3,synth02@freshmail.net,synth02@freshmail.net,F,F,F,F,F,F,F,F,F,1,1,0,0,0,1.2,2.8,4.7,2.6,2.9,2.517,-1.596,-1.403,-1.462,-1.642,-1.602,-1.893,-1.407,-1.979,-1.724,-1.603,-1.31,-1.689,-1.403,-1.463,-1.141,-1.382,-1.379,-1.136,-1.892,mobile,low-end-2
1052,1,301800,893.02,W,855501,128,150,discover,106,0,685,685,11.8,11.8,synth03@freshmail.net,synth03@freshmail.net,F,F,F,F,F,F,F,F,F,1,1,0,0,0,2.2,2.1,3.7,2.9,2.3,2.276,-1.213,-1.646,-1.213,-2.049,-2.32,-1.65,-1.71,-1.795,-1.532,-0.76,-1.224,-1.35,-1.878,-1.593,-1.301,-1.037,-1.425,-1.746,-0.664,mobile,low-end-3
1053,1,302400,1194.64,H,855501,407,150,mastercard,207,1,671,671,3.1,3.1,synth04@freshmail.net,synth04@freshmail.net,F,F,F,F,F,F,F,F,F,1,1,0,0,0,1.7,4.9,4.6,4.9,1.6,2.862,-1.43,-1.351,-2.083,-0.48,-1.554,-1.373,-1.762,-1.419,-1.423,-2.018,-1.118,-0.911,-1.461,-1.707,-1.888,-1.329,-1.911,-1.303,-1.006,mobile,low-end-0
1054,1,303000,533.76,W,855501,615,150,amex,121,0,146,146,4.8,4.8,synth05@freshmail.net,synth05@freshmail.net,F,F,F,F,F,F,F,F,F,1,1,0,0,0,1.2,2.8,1.5,2.0,3.8,2.205,-1.52,-1.521,-1.55,-1.662,-1.412,-2.054,-1.571,-1.627,-1.897,-1.115,-1.785,-1.741,-1.72,-1.398,-1.958,-2.037,-1.939,-0.973,-2.438,mobile,low-end-1
1055,1,303600,1059.93,R,855502,252,150,visa,199,1,176,176,11.0,11.0,synth06@freshmail.net,synth06@freshmail.net,F,F,F,F,F,F,F,F,F,1,1,0,0,0,2.3,4.2,1.5,3.8,1.2,2.942,-1.276,-1.151,-2.106,-1.889,-1.61,-1.728,-1.774,-1.242,-0.902,-1.391,-0.931,-2.415,-0.887,-0.841,-1.188,-1.232,-1.201,-1.411,-1.745,mobile,low-end-2
1056,1,304200,958.22,C,855502,454,150,discover,119,1,155,155,0.7,0.7,synth07@freshmail.net,synth07@freshmail.net,F,F,F,F,F,F,F,F,F,1,1,0,0,0,1.9,2.4,4.3,4.3,4.4,2.332,-2.139,-1.441,-2.038,-1.579,-1.872,-1.673,-1.447,-1.514,-1.522,-1.848,-1.052,-1.345,-1.979,-1.633,-1.365,-1.129,-1.781,-1.213,-2.093,mobile,low-end-3
1057,1,304800,1102.5,R,855502,890,150,discover,158,1,616,616,2.5,2.5,synth08@freshmail.net,synth08@freshmail.net,F,F,F,F,F,F,F,F,F,1,1,0,0,0,2.4,4.7,3.5,1.8,3.5,2.291,-1.837,-1.006,-0.924,-1.568,-1.043,-1.623,-1.621,-1.832,-1.221,-1.253,-2.016,-1.436,-1.707,-1.861,-1.51,-2.268,-1.674,-0.744,-1.326,mobile,low-end-0
1058,1,305400,624.2,C,855503,133,150,amex,204,0,204,204,9.4,9.4,synth09@freshmail.net,synth09@freshmail.net,F,F,F,F,F,F,F,F,F,1,1,0,0,0,2.4,1.7,1.7,3.1,2.5,2.429,-2.519,-1.698,-1.574,-1.765,-1.655,-1.805,-0.95,-1.37,-1.309,-1.557,-1.384,-0.996,-1.728,-1.744,-1.895,-1.838,-1.666,-1.426,-1.842,mobile,low-end-1
1059,1,306000,1084.97,H,855503,870,150,discover,171,1,109,109,2.2,2.2,synth10@freshmail.net,synth10@freshmail.net,F,F,F,F,F,F,F,F,F,1,1,0,0,0,1.4,4.3,4.5,4.0,2.7,2.817,-0.953,-1.233,-0.872,-1.406,-1.348,-1.463,-1.367,-1.226,-0.829,-1.182,-1.153,-1.717,-1.888,-1.377,-1.661,-1.137,-1.468,-1.471,-1.527,mobile,low-end-2
1060,1,306600,1095.97,W,855503,260,150,mastercard,117,1,500,500,12.1,12.1,synth11@freshmail.net,synth11@freshmail.net,F,F,F,F,F,F,F,F,F,1,1,0,0,0,2.9,5.0,2.8,3.2,2.2,2.067,-1.107,-0.975,-1.128,-1.857,-1.471,-1.096,-1.079,-1.05,-1.173,-1.217,-1.705,-2.027,-1.331,-1.682,-1.002,-1.849,-1.652,-1.671,-1.113,mobile,low-end-3
1061,0,82533,45.0,H,411112,664,150,visa,122,1,183,183,12.7,12.7,family.doe@gmail.com,family.doe@gmail.com,T,T,T,T,T,T,T,T,T,3,1,2,3,3,9.2,9.1,6.0,32.9,6.7,-0.444,-0.251,-0.919,-0.583,-0.594,-0.199,0.565,-0.005,0.075,-0.471,0.144,0.848,-0.044,-0.412,-0.583,0.131,-0.471,0.357,-0.506,-0.828,desktop,family-iphone-01
